Id,SalePrice
1461,131470.36401823314
1462,158135.2400657525
1463,195011.53365668753
1464,204632.44752598627
1465,200933.4972748581
1466,187239.01477734098
1467,180441.1209445863
1468,179198.7950611894
1469,212408.97193070117
1470,124550.6889517459
1471,228314.33992593884
1472,125086.06650708005
1473,123400.86127296959
1474,173650.35796927064
1475,137791.49823852422
1476,357875.4031782664
1477,252282.80367637877
1478,293053.63573231775
1479,283474.1871812475
1480,552369.0169546669
1481,334790.3673331268
1482,227511.60342640342
1483,177690.17042156868
1484,189391.41327105713
1485,191570.28198404366
1486,217746.3868583955
1487,346854.1075338026
1488,270532.54374336905
1489,198210.40115403966
1490,236422.2714931628
1491,201318.5194822253
1492,108236.70656924362
1493,197951.1120981944
1494,303841.56457170425
1495,324836.56012252264
1496,252401.41984881053
1497,208350.83542057188
1498,176721.61302752857
1499,179375.17938592023
1500,167328.5742251354
1501,175310.66214249743
1502,169295.46083703818
1503,298154.25017895555
1504,263582.646806191
1505,243477.99497694743
1506,198138.55592580148
1507,297031.5878876822
1508,218650.81583142906
1509,166934.9305615248
1510,148222.31965261255
1511,153628.20853177682
1512,168788.96120871525
1513,157897.7078493976
1514,185166.78039947175
1515,240584.94894006764
1516,155080.2629220952
1517,176578.8336944823
1518,155508.30445710375
1519,237800.91038328182
1520,135478.7743843793
1521,140417.42638826708
1522,192033.7416366456
1523,115653.2610596626
1524,119176.17195877463
1525,122320.58780832512
1526,122097.67576464488
1527,113712.30554186396
1528,151065.56046290117
1529,140207.93487964783
1530,186445.60206727244
1531,130749.51943970866
1532,109903.73012757338
1533,145756.16914655364
1534,139793.16149986474
1535,177462.5421216113
1536,120600.58404624928
1537,97930.6591051282
1538,167225.29363603058
1539,199423.67233970927
1540,135852.96707016916
1541,158327.0138358179
1542,165649.27247700194
1543,219629.550674001
1544,90736.77667332113
1545,123088.52605343131
1546,150338.3748328152
1547,143699.61444255934
1548,138668.14114965018
1549,125854.25437748953
1550,143777.19736680586
1551,140297.30618731523
1552,145066.90703362427
1553,139893.7416300216
1554,131462.20685109575
1555,182239.68396638357
1556,106695.7515568842
1557,125682.32852016861
1558,114626.2354209933
1559,113788.87719101923
1560,146319.4066640823
1561,154187.16249940943
1562,134260.23649989147
1563,124796.24359497045
1564,203878.98053918785
1565,163771.65844678893
1566,260822.33264623955
1567,93072.2361380836
1568,230046.30618871935
1569,139094.7394872177
1570,146831.06491097275
1571,135014.48047908128
1572,152859.9072090781
1573,287101.5814610347
1574,138313.47587895903
1575,252097.486796825
1576,246515.86741030405
1577,196179.6399319576
1578,137805.5991731201
1579,156679.34549369817
1580,221616.6767505992
1581,139867.12038772108
1582,129664.94436261267
1583,365790.5837201751
1584,250238.49631235274
1585,157996.8737369307
1586,87898.7465178907
1587,108050.36141724432
1588,148560.66252326674
1589,109708.265395671
1590,159160.434390854
1591,99874.20303575993
1592,138780.96579245536
1593,126069.55011689565
1594,147104.33941551816
1595,130272.51276355505
1596,242760.17898346882
1597,184464.4731155727
1598,196652.1210132105
1599,208371.56867117053
1600,201269.08907199212
1601,75237.86815419096
1602,134837.8694856786
1603,91402.07717352611
1604,290189.37423653086
1605,282248.0185323643
1606,177977.39096424246
1607,219737.76258861474
1608,220960.8154901996
1609,191022.9828344195
1610,154176.3166413688
1611,152145.97173469624
1612,179108.3016399971
1613,182590.9756782
1614,141375.324697617
1615,106399.0249974389
1616,104520.51094232741
1617,115875.29511832434
1618,134966.667193207
1619,130866.21404285825
1620,207180.19833164237
1621,156569.7189614393
1622,142378.21888165298
1623,310471.1724464327
1624,232888.23798943654
1625,132619.14292429909
1626,190219.37273357995
1627,209668.21408582383
1628,316489.4289838769
1629,198241.7026819739
1630,430362.65475442715
1631,222796.82746092518
1632,253664.3262322115
1633,184396.78581880542
1634,203705.33618442435
1635,189440.66539373284
1636,170069.97201832663
1637,194240.92000763398
1638,216198.38877268476
1639,201081.90442071218
1640,285876.88790724165
1641,212002.87923380552
1642,251582.1160270851
1643,255500.66279327834
1644,254564.656336773
1645,212793.10259367566
1646,169670.41433715972
1647,184657.51723539442
1648,137946.7518611041
1649,133225.47099961102
1650,124117.72073515547
1651,128799.11205536893
1652,127420.37240234802
1653,126024.61053240525
1654,174427.73553976163
1655,169095.75138682887
1656,172943.2420704691
1657,176178.63299289392
1658,171763.02434568972
1659,147327.77334269718
1660,165890.4344250195
1661,514958.48379662825
1662,440269.3535276801
1663,394337.88334567053
1664,628207.4483492617
1665,308050.3641977057
1666,364965.872395833
1667,380690.79241409455
1668,349661.0109454825
1669,304150.89796308876
1670,356000.39344408707
1671,280270.1076595403
1672,488585.5742126188
1673,304373.4519706173
1674,270162.7739240335
1675,209805.2148176803
1676,213795.10193552473
1677,230066.58879519795
1678,556603.3147511323
1679,379138.05205636384
1680,340429.9777226001
1681,256140.20317998924
1682,302814.0972991874
1683,210349.50025627413
1684,197318.61338224457
1685,185519.02206570652
1686,205536.2076199018
1687,185786.9918480732
1688,211162.5528913733
1689,209167.8073644278
1690,212691.99908438887
1691,198473.94043671704
1692,283056.76187554095
1693,178313.35539156714
1694,196598.9540017779
1695,184826.02880306018
1696,299489.8534056405
1697,184812.19186295316
1698,422698.73476728506
1699,328540.5063854412
1700,267313.7742276423
1701,295626.1267842281
1702,272681.193336864
1703,268874.1346045749
1704,320814.2932441497
1705,241683.4231416879
1706,539925.7875519531
1707,208149.26114136324
1708,209384.68939892817
1709,294740.39814201515
1710,244124.9116399533
1711,280366.8069706594
1712,277204.79136152676
1713,289278.8656792138
1714,233846.62033301248
1715,215869.7350453945
1716,195431.85266567458
1717,185858.4859746918
1718,153222.8818624224
1719,211040.08176725497
1720,254895.00847157798
1721,185567.79805754084
1722,139532.43061336543
1723,169359.94348135433
1724,221015.35555795487
1725,259890.5032880302
1726,184061.2239155348
1727,171855.32140915448
1728,186633.3561826882
1729,162155.03612271146
1730,193448.0284033247
1731,121831.93142481222
1732,132616.67381605852
1733,126715.69197210172
1734,125857.05632137287
1735,132748.76698417513
1736,115304.70686933602
1737,363388.619569997
1738,235790.87322940808
1739,355142.4388151749
1740,229684.11535912033
1741,215747.27754881224
1742,179539.27242705913
1743,193657.25574096828
1744,285966.591803205
1745,215950.91151148293
1746,251695.33426403493
1747,254883.08490260364
1748,245126.61100193948
1749,160895.8032241684
1750,159431.86684469128
1751,272487.70911678823
1752,123568.28922514449
1753,157530.3040950265
1754,235466.80551741354
1755,178223.2052009656
1756,123151.50026672996
1757,116373.76743924967
1758,153769.98492774565
1759,170530.45856945688
1760,170490.23980703906
1761,177361.17419586974
1762,188014.5630732639
1763,176872.96243555358
1764,115825.41662404368
1765,205827.32832068222
1766,192701.71179867673
1767,242913.26245320484
1768,133435.10100403748
1769,193375.86311430126
1770,145819.16211687768
1771,131687.18383751935
1772,138571.6157634427
1773,134171.08416414796
1774,166053.27906730206
1775,133482.62082321584
1776,121378.23053357578
1777,109397.4000246124
1778,141586.86223368242
1779,117197.14168491497
1780,194834.47987395187
1781,125992.96009481448
1782,94069.4084218677
1783,145836.57224480144
1784,101873.40205649857
1785,110082.5111481873
1786,166258.96827092336
1787,171901.30925074144
1788,69067.48671990876
1789,105554.39471415033
1790,86336.83920900858
1791,236260.26822088275
1792,157063.60215393253
1793,161842.95557123763
1794,156251.7312774227
1795,138398.08654625408
1796,130464.55267675286
1797,151596.23070736066
1798,118962.66043630714
1799,107984.44009529351
1800,122968.44048538106
1801,130914.06937542373
1802,165432.98359593822
1803,164789.0355494575
1804,145106.90140387867
1805,151089.15952961327
1806,142126.15796140995
1807,155835.9608368982
1808,124262.58101781244
1809,117646.81666250684
1810,143353.00972057012
1811,106513.96184314332
1812,109095.7849921536
1813,132614.31148936955
1814,93433.69132106692
1815,71107.47561874475
1816,96897.81547244702
1817,117308.23693509401
1818,146227.33775746237
1819,145027.38460466661
1820,87995.08603312595
1821,129354.15820995427
1822,156045.35643187744
1823,71706.56877980677
1824,137683.5985864868
1825,138656.02916645427
1826,107410.3652635768
1827,119320.18155204829
1828,138365.8425226428
1829,137474.3185522753
1830,149700.6205718419
1831,166844.1729677848
1832,136887.17906828743
1833,154135.10895734408
1834,140597.29320730516
1835,161134.44947038003
1836,147674.22929731538
1837,95804.13001772999
1838,132575.34904349933
1839,100895.74657843236
1840,146125.07931775207
1841,147849.9596114363
1842,104628.45606590329
1843,151062.72296745205
1844,153278.63781252204
1845,150815.06319827065
1846,158401.5475732312
1847,165233.69183910833
1848,68165.43517864596
1849,112136.0310455508
1850,123887.4096215025
1851,154530.2926639212
1852,127973.12002335985
1853,136857.12648332384
1854,174577.13673280086
1855,167937.650040206
1856,235733.79437563074
1857,154526.84787925388
1858,177488.65626822857
1859,135018.09416827717
1860,193341.5735637343
1861,134159.3375453039
1862,365170.2516553956
1863,365170.2516553956
1864,365170.2516553956
1865,362298.0388358158
1866,342571.23124632135
1867,263177.5163067969
1868,337496.6318937374
1869,234479.29865647262
1870,241646.74542567797
1871,260014.51264228017
1872,183081.3776571691
1873,246639.4613178835
1874,151766.3137244684
1875,221892.21779712432
1876,215399.9429317364
1877,231800.12137288108
1878,222760.18414054683
1879,132076.42159552214
1880,137418.3193964053
1881,286898.22023730393
1882,279948.59035994025
1883,207492.10959687683
1884,220768.99449860735
1885,265181.0571154832
1886,310446.6538489761
1887,232451.527708303
1888,311676.6288247173
1889,180975.60177373094
1890,129342.42981711889
1891,167364.34334079124
1892,107874.56300621435
1893,138378.3401517885
1894,140834.29209440408
1895,155585.26481164538
1896,140924.8508410075
1897,142946.11873615073
1898,126232.2582655346
1899,148282.78375347765
1900,145549.14419009435
1901,162249.92830451572
1902,142974.03539889446
1903,229855.10877874744
1904,132992.76859519642
1905,173191.72635710682
1906,162285.1345587537
1907,215742.91831137944
1908,146852.0666444225
1909,168914.87466471962
1910,156590.73292148975
1911,205793.73228432643
1912,326173.0881471735
1913,162263.65932714744
1914,82461.94112966453
1915,294485.85734496557
1916,70593.05818576977
1917,286391.69023854024
1918,154750.65132691452
1919,193648.20036713997
1920,183181.59598747134
1921,417040.16305431316
1922,314406.5715857547
1923,231666.71666052708
1924,230826.26513753374
1925,225064.89087345923
1926,406612.7050412758
1927,131270.30041618703
1928,175124.47646553864
1929,124456.79802358893
1930,148173.40145757486
1931,161675.75647559518
1932,151076.48421011845
1933,183945.69705934168
1934,206521.81592922204
1935,184647.979869218
1936,197229.9082118163
1937,191611.72539606772
1938,168561.1900361242
1939,272966.220537516
1940,195655.52322453263
1941,193965.84300831935
1942,185209.433288391
1943,215195.55206416763
1944,315877.3490372316
1945,354320.1772710123
1946,179419.49351827227
1947,317768.83822267334
1948,170884.29841147657
1949,246680.78886310302
1950,189589.90775429193
1951,297748.543790174
1952,244346.1670502671
1953,172811.7925245279
1954,217438.08111647735
1955,139837.09722234576
1956,408220.73559376656
1957,176370.08036238598
1958,335055.2867250316
1959,159554.7219474618
1960,113306.34487788106
1961,126496.5192619521
1962,130654.57653526096
1963,132797.03202626284
1964,130179.16345675255
1965,160034.61867760922
1966,159165.4070263483
1967,282626.9478115819
1968,428109.92031110375
1969,370794.50951485155
1970,480920.489261521
1971,525962.3771644956
1972,410863.54553382774
1973,280720.69448006665
1974,337423.8180598743
1975,585523.9556929333
1976,287482.091229601
1977,375420.5272825919
1978,367278.0138356757
1979,337316.3101321805
1980,209814.24153717858
1981,360664.12358320126
1982,248797.7412774791
1983,228797.11455145647
1984,197242.73216106588
1985,260546.37151800297
1986,273223.5071087164
1987,208327.15255024313
1988,186552.0073961165
1989,213813.69459226457
1990,231985.9513979352
1991,230066.58879519795
1992,236030.23078021657
1993,192574.6450059117
1994,280324.86206390185
1995,208567.69328759486
1996,264794.04060030513
1997,319305.7842165012
1998,365608.2546949518
1999,290007.91568455554
2000,312217.4218972494
2001,267905.06618411496
2002,264923.59637949127
2003,279426.11957169406
2004,296698.84536876803
2005,253346.0339789829
2006,221304.44113033198
2007,265219.9092681999
2008,203804.49603812568
2009,192593.9556120205
2010,201138.62274098088
2011,155948.25563011534
2012,183545.09465984252
2013,184185.63647902702
2014,191453.80342425642
2015,203837.64136697954
2016,201256.9432929019
2017,205511.54222905004
2018,129863.16593931985
2019,148128.05800176927
2020,128378.7662623531
2021,118558.00631395698
2022,201199.37640071407
2023,166641.8228146636
2024,289483.6779415752
2025,397215.3927710754
2026,188475.025362519
2027,166920.42670289162
2028,188960.96698934518
2029,182903.63782423155
2030,293809.08276395785
2031,267876.42744004
2032,282855.24415301066
2033,287277.3237863225
2034,190134.52309079087
2035,236698.83083262737
2036,222018.14440664306
2037,228569.0892883495
2038,364839.6093286836
2039,222437.84329784955
2040,362847.6504703427
2041,262078.23489338768
2042,225213.5706782133
2043,175902.89887375967
2044,204014.08161797954
2045,214536.24047235452
2046,158251.55130346506
2047,152215.04987789516
2048,140502.24634703522
2049,168327.3985832822
2050,189362.19167423467
2051,104069.09118223915
2052,128536.50043961855
2053,142339.10658593324
2054,92552.60867959158
2055,151850.5378254497
2056,144155.46494139198
2057,122797.6440077817
2058,216884.52076226892
2059,150259.429766609
2060,170970.6159270791
2061,187517.88582128347
2062,134109.127778973
2063,107108.36061948875
2064,137961.57808714092
2065,122986.2912654299
2066,183980.71168394104
2067,145001.00916807505
2068,165485.1722782025
2069,92308.41090171518
2070,109656.90128361911
2071,102967.04398893837
2072,167732.3581534397
2073,143284.82869376653
2074,202067.25608006865
2075,154936.159877142
2076,128259.57823683074
2077,137064.70683063715
2078,126996.27307151591
2079,140448.79670526506
2080,122349.04268646224
2081,140111.07358450722
2082,149430.21015622152
2083,148875.4411987295
2084,108704.16927303917
2085,124412.4744758092
2086,151119.26247380086
2087,140793.6389625606
2088,128111.19904709517
2089,96545.91223360685
2090,144232.16402311737
2091,115565.00345690678
2092,133917.2831936412
2093,142822.80999053724
2094,141204.8622788875
2095,178837.1500513887
2096,94105.38101449235
2097,103758.29716668946
2098,162939.2558545447
2099,70626.26892265133
2100,109709.50618702247
2101,138566.8457378882
2102,142309.91257642023
2103,109212.7162356817
2104,165444.33974051333
2105,123192.37002673103
2106,86563.04081005562
2107,221429.545037453
2108,118972.20323562455
2109,123335.33014528363
2110,135352.82094418313
2111,151406.99035080938
2112,143282.8127987746
2113,136480.5026480597
2114,126386.00448889773
2115,176390.9190540041
2116,129261.80975208963
2117,165360.64739055975
2118,135970.26356907084
2119,113325.77671399753
2120,131618.231286671
2121,104504.44837809686
2122,103204.1758041858
2123,102705.73745783791
2124,190305.37690290983
2125,150359.25560719214
2126,166713.68811945253
2127,169089.57554925093
2128,129862.01861682272
2129,110663.95145746804
2130,146122.59585234334
2131,177248.54258477633
2132,122339.59596734012
2133,131085.20026264037
2134,131068.67950372255
2135,108382.13912570907
2136,87535.11105493954
2137,125387.997048793
2138,136471.78710482566
2139,165917.4621467805
2140,143107.78522382388
2141,153008.12429121
2142,126046.16992865306
2143,144817.94981982763
2144,134043.49845639107
2145,137999.05716416426
2146,163872.17721302508
2147,191052.07393969415
2148,138414.5304554312
2149,145892.85323539286
2150,226297.2590586447
2151,135166.80506955637
2152,184711.31699602984
2153,166249.02266715805
2154,121783.35117235921
2155,149554.45604166228
2156,310187.2731273653
2157,253152.95200619873
2158,247323.2941682327
2159,227546.19403366485
2160,195390.83033764747
2161,273983.49066049786
2162,559457.0865899187
2163,374798.54795695486
2164,262456.82433042326
2165,177983.8465822048
2166,154306.6367835155
2167,240198.2456162488
2168,206541.21774140437
2169,209506.6760301597
2170,232993.94306565195
2171,150019.0397271069
2172,150950.80779719475
2173,158553.02542510975
2174,260484.24232737953
2175,338515.7572016756
2176,323867.3384541023
2177,275445.30392301176
2178,238082.13933076977
2179,158345.93608646814
2180,264875.98674609885
2181,202326.23921977548
2182,231878.99533841407
2183,204706.49400846654
2184,132711.04264065775
2185,131379.41356219084
2186,176524.52518078825
2187,166280.5327720038
2188,177920.01054751498
2189,306906.46210545255
2190,92268.91770508705
2191,92105.98943859023
2192,99539.3365312208
2193,114749.32077653422
2194,108780.78152660585
2195,110772.22194899361
2196,106708.78019824569
2197,123608.52689389045
2198,150489.2260942936
2199,182253.0275791528
2200,138349.8032204773
2201,135054.21858055168
2202,181976.71180460142
2203,153838.7975410514
2204,175371.95364953656
2205,119744.20335060042
2206,143617.26030224844
2207,220638.9444389473
2208,248429.5073177778
2209,215537.60105012762
2210,152739.63425313798
2211,126859.61327479366
2212,134285.74583834622
2213,105344.91436295249
2214,154307.78787197926
2215,113617.26646359998
2216,160566.43654731326
2217,73092.78939979109
2218,93390.88749083535
